Delay_Hours,Month,System Voltage,Consumer_Effected,System_Load (kW),Failure_Code,Location
0.08,September,11kV,198,438,B3,Location 5
0.05,September,33kV,7013,64380,A1,Location 2
0.08,September,33kV,11794,41363,A1,Location 4
0.15,September,33kV,21944,43020,A1,Location 7
0.02,September,33kV,8731,90500,A1,Location 1
0.02,September,11kV,5304,125650,C1,Location 2
0.67,September,11kV,7248,1525,C1,Location 1
0.08,September,11kV,4898,21775,B1,Location 7
0.08,September,11kV,5424,22125,B1,Location 7
0.08,September,11kV,2793,6800,B1,Location 7
0.58,September,11kV,9032,5376,B3,Location 7
0.83,September,11kV,123,278,B3,Location 7
0.03,September,33kV,1265,10467,A1,Location 7
0.03,September,33kV,8731,60333,A1,Location 1
0.5,September,11kV,5293,3998,C1,Location 4
2.9,September,11kV,1200,63,C2,Location 6
0.02,September,33kV,1265,15700,A1,Location 7
0.27,September,11kV,1207,5926,C2,Location 7
0.42,September,11kV,1309,1255,C1,Location 2
0.02,September,11kV,6176,68850,C1,Location 2
0.42,September,11kV,6176,3279,C1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.05,September,33kV,7013,64380,A1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.02,September,33kV,7013,160950,A1,Location 2
0.03,September,11kV,5047,34267,C1,Location 2
0.02,September,11kV,5047,51400,C1,Location 2
0.03,September,11kV,5047,34267,C1,Location 2
0.23,September,11kV,5047,4470,C1,Location 2
0.03,September,11kV,5047,34267,C1,Location 2
0.02,September,33kV,11480,194500,A1,Location 2
0.02,September,11kV,9744,98900,C1,Location 2
0.02,September,11kV,9744,98900,C1,Location 2
0.02,September,11kV,9744,98900,C1,Location 2
0.02,September,11kV,9744,98900,C1,Location 2
0.03,September,33kV,25767,115467,A1,Location 1
0.03,September,33kV,24039,131000,A1,Location 1
0.02,September,33kV,24039,196500,A1,Location 1
0.02,September,33kV,12368,180250,A1,Location 1
0.03,September,33kV,12368,120167,A1,Location 1
0.02,September,33kV,12368,180250,A1,Location 1
0.02,September,33kV,12368,180250,A1,Location 1
0.02,September,33kV,12368,180250,A1,Location 1
0.02,September,33kV,11794,165450,A1,Location 4
0.02,September,33kV,11794,165450,A1,Location 4
1.08,September,33kV,11794,3064,A1,Location 4
0.03,September,33kV,11794,110300,A1,Location 4
0.02,September,11kV,1302,34900,C1,Location 6
0.02,September,11kV,1302,34900,C1,Location 6
0.02,September,11kV,5921,73800,C1,Location 6
0.02,September,11kV,5921,73800,C1,Location 6
0.02,September,11kV,5487,88200,C1,Location 6
0.02,September,11kV,4865,59350,C1,Location 6
0.02,September,33kV,21940,228100,A1,Location 6
0.02,September,33kV,21940,228100,A1,Location 6
0.02,September,33kV,21940,228100,A1,Location 6
0.02,September,33kV,21940,228100,A1,Location 6
0.02,September,33kV,21940,228100,A1,Location 6
0.02,September,33kV,21940,228100,A1,Location 6
0.02,September,11kV,4454,59150,C1,Location 6
0.02,September,11kV,4454,59150,C1,Location 6
0.03,September,33kV,17384,123067,A1,Location 6
0.03,September,33kV,17384,123067,A1,Location 6
0.05,September,33kV,21222,108160,A1,Location 6
0.02,September,33kV,21222,270400,A1,Location 6
0.05,September,33kV,21222,108160,A1,Location 6
0.02,September,11kV,6772,64900,C1,Location 6
0.02,September,11kV,6772,64900,C1,Location 6
0.02,September,11kV,6772,64900,C1,Location 6
0.02,September,11kV,619,5750,C1,Location 6
0.02,September,11kV,619,5750,C1,Location 6
0.02,September,11kV,9040,104400,C1,Location 6
0.02,September,11kV,9040,104400,C1,Location 6
0.02,September,11kV,8191,64600,C1,Location 6
0.02,September,11kV,8191,64600,C1,Location 6
0.02,September,11kV,8191,64600,C1,Location 6
0.02,September,11kV,8191,64600,C1,Location 6
0.02,September,11kV,8191,64600,C1,Location 6
0.02,September,11kV,8191,64600,C1,Location 6
0.02,September,11kV,8191,64600,C1,Location 6
0.02,September,11kV,4522,59650,C1,Location 6
0.02,September,33kV,7947,176450,A1,Location 6
0.02,September,33kV,7947,176450,A1,Location 6
0.12,September,33kV,7947,29408,A1,Location 6
0.02,September,33kV,12522,135700,A1,Location 3
0.03,September,33kV,12522,90467,A1,Location 3
0.02,September,33kV,12522,135700,A1,Location 3
0.02,September,33kV,17021,230400,A1,Location 6
0.02,September,33kV,17021,230400,A1,Location 6
0.03,September,33kV,14116,145267,A1,Location 3
0.03,September,33kV,14116,145267,A1,Location 3
0.15,September,33kV,9404,16893,A1,Location 3
0.03,September,33kV,9404,84467,A1,Location 3
0.02,September,33kV,9404,126700,A1,Location 3
0.08,September,33kV,30851,55225,A1,Location 3
0.02,September,33kV,30851,220900,A1,Location 3
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.05,September,33kV,11909,64340,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.02,September,33kV,11909,160850,A1,Location 2
0.03,September,33kV,16388,207133,A1,Location 7
0.05,September,33kV,16388,124280,A1,Location 7
0.4,September,33kV,16388,15535,A1,Location 7
0.02,September,33kV,16388,310700,A1,Location 7
0.02,September,33kV,16388,310700,A1,Location 7
0.02,September,33kV,16388,310700,A1,Location 7
0.02,September,33kV,16388,310700,A1,Location 7
0.27,September,33kV,16388,23015,A1,Location 7
0.5,September,33kV,16388,12428,A1,Location 7
0.03,September,33kV,16388,207133,A1,Location 7
0.02,September,33kV,16388,310700,A1,Location 7
0.1,September,33kV,16388,62140,A1,Location 7
0.02,September,33kV,16388,310700,A1,Location 7
0.02,September,33kV,16388,310700,A1,Location 7
0.07,September,33kV,16388,88771,A1,Location 7
0.02,September,33kV,16388,310700,A1,Location 7
0.03,September,33kV,16388,207133,A1,Location 7
0.03,September,33kV,16388,207133,A1,Location 7
0.03,September,33kV,16388,207133,A1,Location 7
0.05,September,33kV,16388,124280,A1,Location 7
0.03,September,33kV,16388,207133,A1,Location 7
0.03,September,33kV,16388,207133,A1,Location 7
2,September,33kV,23006,2908,A1,Location 7
0.02,September,33kV,23006,290800,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.03,September,33kV,21944,215100,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.05,September,33kV,21944,129060,A1,Location 7
0.07,September,33kV,21944,92186,A1,Location 7
0.03,September,33kV,21944,215100,A1,Location 7
0.02,September,33kV,21944,322650,A1,Location 7
0.02,September,33kV,25209,430350,A1,Location 5
0.02,September,33kV,25209,430350,A1,Location 5
0.27,September,33kV,25209,31878,A1,Location 5
0.03,September,33kV,25209,286900,A1,Location 5
0.02,September,33kV,17794,298350,A1,Location 4
0.02,September,33kV,17794,298350,A1,Location 4
0.02,September,33kV,17794,298350,A1,Location 4
0.02,September,33kV,17794,298350,A1,Location 4
0.02,September,33kV,17794,298350,A1,Location 4
0.03,September,33kV,17794,198900,A1,Location 4
0.05,September,33kV,17794,119340,A1,Location 4
0.02,September,33kV,17794,298350,A1,Location 4
0.02,September,33kV,19434,224350,A1,Location 4
0.02,September,33kV,19434,224350,A1,Location 4
0.05,September,33kV,19434,89740,A1,Location 4
0.08,September,33kV,19434,56088,A1,Location 4
0.08,September,33kV,22996,158700,A1,Location 4
0.02,September,33kV,22996,634800,A1,Location 4
0.03,September,33kV,22996,423200,A1,Location 4
0.72,October,11kV,1207,2222,C2,Location 7
0.02,October,11kV,9744,98900,C1,Location 2
0.2,October,11kV,4217,3515,C1,Location 2
0.58,October,LV,71,21,D1,Location 4
0.33,October,LV,71,30,D2,Location 5
0.08,October,33kV,20468,72813,A1,Location 7
0.4,October,11kV,6114,1823,C2,Location 1
0.22,October,11kV,5867,4418,C1,Location 2
0.22,October,11kV,5266,4414,C1,Location 1
0.58,October,11kV,5867,1676,C1,Location 2
0.67,October,11kV,10278,1721,B1,Location 1
0.95,October,11kV,4143,638,C1,Location 2
0.42,October,LV,71,19,D1,Location 2
1.1,October,11kV,745,127,C1,Location 4
0.42,October,LV,84,31,D1,Location 7
0.58,October,11kV,5395,1764,C2,Location 6
1,October,LV,288,49,D1,Location 5
0.5,October,11kV,3336,1028,C1,Location 1
1.67,October,LV,56,2,D2,Location 6
0.42,October,11kV,357,88,C1,Location 1
1.42,October,11kV,9040,1470,C1,Location 6
0.25,October,11kV,1,36,C1,Location 7
0.02,October,11kV,6126,62300,C1,Location 5
0.58,October,11kV,697,274,C1,Location 5
0.9,October,11kV,1207,1778,C2,Location 7
0.02,October,33kV,7013,160950,A1,Location 2
0.02,October,33kV,17384,184600,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.2,October,33kV,17384,18460,A1,Location 6
0.5,October,11kV,6772,2596,C1,Location 6
0.13,October,11kV,3636,6008,C1,Location 6
1.33,October,LV,69,5,D2,Location 6
0.5,October,LV,69,14,D1,Location 1
0.42,October,LV,69,14,D1,Location 2
0.42,October,LV,64,14,D2,Location 6
0.1,October,11kV,6017,6680,C1,Location 3
0.48,October,11kV,6017,1392,C1,Location 3
0.3,October,11kV,5867,3240,C1,Location 2
0.5,October,LV,67,14,D1,Location 3
0.47,October,11kV,5184,2955,C1,Location 4
0.45,October,11kV,1055,682,C1,Location 4
0.08,October,11kV,1055,3838,C1,Location 4
0.58,October,11kV,5184,2395,C1,Location 4
0.32,October,11kV,1944,1856,C1,Location 4
0.25,October,11kV,4509,4672,C1,Location 4
0.08,October,11kV,1269,4663,C1,Location 4
0.42,October,11kV,361,155,C1,Location 4
0.25,October,11kV,4217,2812,C1,Location 2
0.12,October,11kV,4217,5858,C1,Location 2
0.32,October,11kV,2714,1228,C1,Location 2
0.58,October,11kV,2039,479,C1,Location 2
23.98,October,LV,1,1,D1,Location 7
23.98,October,LV,1,1,D1,Location 7
23.98,October,LV,1,1,D1,Location 7
14.92,October,LV,1,1,D1,Location 7
23.27,October,LV,1,1,D1,Location 7
23.98,October,LV,1,1,D1,Location 7
0.27,October,11kV,5867,3600,C1,Location 2
0.4,October,11kV,1879,443,C1,Location 3
0.12,October,11kV,3336,4283,C1,Location 1
0.07,October,33kV,1265,4486,A1,Location 5
0.75,October,11kV,8227,2036,C1,Location 5
0.92,October,11kV,10115,2392,C2,Location 5
0.48,October,LV,111,96,D2,Location 2
0.13,October,11kV,1879,1362,C1,Location 3
0.92,October,11kV,2,1248,C1,Location 3
0.43,October,11kV,8835,4588,C2,Location 3
0.42,October,11kV,2,2733,C1,Location 3
0.38,October,11kV,6199,2421,C1,Location 1
0.18,October,11kV,6628,4939,C1,Location 1
0.05,October,33kV,11480,77800,A1,Location 2
0.97,October,11kV,936,348,C1,Location 3
0.1,October,11kV,1879,1770,C1,Location 3
0.92,October,LV,57,5,D1,Location 3
0.5,October,LV,67,12,D1,Location 1
0.58,October,11kV,6967,2283,C1,Location 4
0.23,October,33kV,30851,19209,A1,Location 3
0.45,October,11kV,2039,618,C1,Location 2
0.42,October,11kV,5867,2314,C1,Location 2
0.03,October,33kV,11480,129667,A1,Location 2
0.02,October,11kV,9744,98900,C1,Location 2
0.67,October,11kV,541,137,C1,Location 2
0.67,October,11kV,5266,1449,C1,Location 1
0.33,October,11kV,4217,2130,C1,Location 2
0.03,October,33kV,11480,129667,A1,Location 2
0.45,October,33kV,2621,1267,A1,Location 3
0.02,October,33kV,2621,28500,A1,Location 3
0.77,October,11kV,4584,1210,C1,Location 3
0.9,October,11kV,2418,398,C1,Location 3
0.02,October,11kV,4014,114250,C1,Location 5
0.18,October,11kV,6199,5111,C1,Location 1
0.2,October,11kV,5867,4860,C1,Location 2
0.45,October,11kV,917,2209,C2,Location 7
2.3,October,11kV,2418,156,C2,Location 3
0.7,October,33kV,16388,8877,A1,Location 7
0.32,October,11kV,32,19,C1,Location 2
1.58,October,11kV,32,4,C1,Location 2
0.5,October,11kV,3,354,C2,Location 3
0.67,October,11kV,126,18,C1,Location 3
0.7,October,LV,45,4,D1,Location 3
0.72,October,11kV,8227,2121,C1,Location 5
9.77,October,11kV,941,29,C1,Location 5
0.02,October,11kV,5436,109300,C1,Location 5
0.4,October,11kV,2545,4240,C1,Location 4
4.05,October,11kV,911,43,C1,Location 4
0.33,October,11kV,4454,3585,C1,Location 6
1.58,October,11kV,2,21,C1,Location 6
1.28,October,11kV,3636,610,C2,Location 6
0.05,October,33kV,23006,116320,A1,Location 7
0.8,October,11kV,5424,2213,C1,Location 7
0.1,October,11kV,2698,7110,C1,Location 7
1.23,October,11kV,1066,381,C1,Location 7
0.42,October,11kV,4424,3126,C1,Location 2
1.08,October,11kV,2251,442,C1,Location 2
0.27,October,11kV,11896,8874,C1,Location 3
0.67,October,11kV,4171,1716,C1,Location 3
1.2,October,11kV,1066,391,C1,Location 7
0.05,October,33kV,3067,10680,A1,Location 5
0.02,October,11kV,12315,132900,C1,Location 5
0.67,October,LV,65,10,D1,Location 4
0.42,October,11kV,1043,481,C1,Location 5
0.27,October,11kV,6017,2474,C1,Location 3
0.65,October,11kV,3092,586,C1,Location 3
0.72,October,11kV,318,42,C2,Location 3
0.58,October,LV,72,14,D1,Location 1
0.25,October,LV,218,176,D1,Location 2
0.17,October,33kV,11794,19465,A1,Location 4
0.3,October,11kV,5429,6620,C1,Location 5
0.15,October,11kV,2381,5667,C1,Location 5
0.65,October,11kV,2119,1132,C1,Location 5
5.92,October,LV,64,1,D1,Location 7
1.12,October,LV,80,8,D2,Location 7
0.5,October,LV,77,18,D1,Location 3
0.25,October,LV,1,396,D1,Location 3
0.03,October,33kV,11794,110300,A1,Location 4
0.03,October,33kV,7013,107300,A1,Location 2
0.05,October,33kV,5733,36800,A1,Location 2
0.05,October,33kV,11878,74020,A1,Location 2
0.83,October,LV,41,5,D1,Location 3
0.25,October,LV,166,120,D2,Location 4
0.03,October,11kV,5047,34267,C1,Location 2
0.5,October,LV,522,134,D1,Location 7
0.33,October,11kV,370,373,C1,Location 1
0.67,October,LV,76,16,D2,Location 7
0.03,October,33kV,1265,10467,A1,Location 7
0.58,October,11kV,5867,1676,C1,Location 2
1.18,October,33kV,11480,3297,A1,Location 2
0.32,October,LV,66,16,D1,Location 6
2.33,October,LV,66,2,D1,Location 6
3.98,October,LV,1,7,D1,Location 7
0.33,October,LV,71,27,D1,Location 6
7,October,LV,1,4,D1,Location 7
0.17,October,LV,206,247,D2,Location 6
0.83,October,LV,189,40,D2,Location 6
1.28,October,LV,66,5,D2,Location 2
1,October,LV,1,146,D1,Location 2
1.42,October,LV,206,30,D2,Location 6
0.83,October,11kV,264,65,C1,Location 2
0.3,October,11kV,4898,5807,C1,Location 7
0.45,October,33kV,11794,7353,A1,Location 4
0.2,October,11kV,1386,10370,C1,Location 2
0.5,October,11kV,6,76,C1,Location 2
0.02,October,33kV,7947,176450,A1,Location 6
0.75,October,11kV,698,105,C1,Location 6
0.58,October,LV,1,3,D1,Location 6
0.97,October,33kV,1265,324,A1,Location 7
2,October,11kV,1507,278,C1,Location 7
16.27,October,11kV,1507,34,C1,Location 7
1.33,October,LV,206,32,D2,Location 6
0.5,October,LV,69,10,D1,Location 6
0.5,October,33kV,1265,628,A5,Location 7
1.27,October,33kV,20468,4587,A1,Location 7
2.47,October,11kV,1229,334,C5,Location 7
0.67,October,11kV,204,51,C1,Location 6
0.42,October,LV,1,5,D2,Location 6
2,October,11kV,1507,278,C1,Location 7
3.42,October,33kV,1265,92,A1,Location 7
16.27,October,11kV,1229,51,B1,Location 7
0.02,October,33kV,16162,164100,A1,Location 2
0.78,October,11kV,4770,1096,C2,Location 6
4.07,October,LV,5,4,D1,Location 5
0.4,October,11kV,4424,1193,C1,Location 2
0.08,October,LV,1,138,D1,Location 6
0.03,October,11kV,5429,66200,B1,Location 5
0.03,October,11kV,4014,76167,B1,Location 5
0.03,October,11kV,6764,73400,C1,Location 5
0.18,October,33kV,21944,35850,A1,Location 7
0.33,October,33kV,16388,18830,A1,Location 7
18.05,October,LV,5,1,D1,Location 5
0.67,October,LV,277,46,D1,Location 2
0.67,October,11kV,518,82,C1,Location 1
0.05,October,33kV,17384,73840,A1,Location 6
0.33,October,11kV,6967,4012,C1,Location 4
0.57,October,33kV,23006,10204,A1,Location 7
9.33,October,11kV,1776,51,C2,Location 4
7.4,October,11kV,978,42,C2,Location 4
0.13,October,33kV,23006,44738,A1,Location 7
0.13,October,11kV,5420,4585,C1,Location 3
0.08,October,LV,67,75,D2,Location 6
0.05,October,33kV,20796,141420,A1,Location 5
0.23,October,11kV,2316,8822,C1,Location 2
0.1,October,LV,82,90,D2,Location 2
1.42,October,LV,276,41,D2,Location 1
0.08,October,LV,399,738,D2,Location 6
0.12,October,LV,155,525,D2,Location 6
0.43,October,33kV,11480,9047,A1,Location 2
0.02,October,33kV,7013,160950,A1,Location 2
0.23,October,11kV,1769,1400,C2,Location 1
0.5,October,11kV,1769,644,C2,Location 1
4.23,October,LV,208,17,D2,Location 1
8.5,October,LV,208,9,D2,Location 1
0.17,October,LV,72,41,D1,Location 6
0.02,October,11kV,9744,98900,C1,Location 2
1,October,LV,433,77,D1,Location 4
0.5,October,11kV,753,206,C1,Location 7
0.33,October,11kV,746,288,C1,Location 5
0.35,October,33kV,7013,9197,A1,Location 2
0.63,October,33kV,7013,5110,A1,Location 2
0.23,October,11kV,232,174,C1,Location 7
0.67,October,11kV,232,60,C1,Location 7
0.17,October,LV,180,141,D1,Location 1
0.35,October,11kV,4023,1891,C2,Location 1
1.2,October,33kV,7013,2683,A1,Location 2
0.58,October,LV,180,41,D1,Location 1
0.55,October,LV,124,53,D2,Location 6
0.43,October,LV,180,56,D1,Location 1
0.8,October,11kV,5307,1090,B3,Location 6
6.1,October,11kV,1552,39,B3,Location 6
0.33,October,LV,69,18,D1,Location 1
0.83,October,LV,271,65,D2,Location 5
3.5,October,LV,97,4,D2,Location 6
0.18,October,LV,347,239,D2,Location 2
0.25,October,LV,54,12,D2,Location 1
0.25,October,11kV,2,4592,C1,Location 3
0.22,October,LV,199,109,D1,Location 2
2.2,October,11kV,1227,262,B1,Location 7
2.28,October,11kV,1862,392,B1,Location 7
2.32,October,11kV,943,311,B1,Location 7
3.03,October,11kV,2427,599,B1,Location 3
3,October,11kV,795,40,B1,Location 3
0.45,October,33kV,24039,8731,A1,Location 1
0.43,October,33kV,12368,8384,A1,Location 1
0.45,October,33kV,8323,3138,A1,Location 1
0.5,October,11kV,4782,1192,C1,Location 3
0.03,October,33kV,17384,123067,A1,Location 6
0.83,October,11kV,384,59,C1,Location 2
0.58,October,11kV,683,271,C1,Location 2
0.67,October,11kV,126,18,C1,Location 3
0.02,October,33kV,7013,160950,A1,Location 2
0.17,October,11kV,3901,2547,C1,Location 1
0.63,October,33kV,21944,10243,A1,Location 7
0.67,October,33kV,29068,9660,A1,Location 5
0.08,October,11kV,4194,16063,C1,Location 1
1.9,October,11kV,4385,382,C2,Location 5
0.08,October,33kV,21940,57025,A1,Location 6
0.17,October,LV,67,47,D1,Location 4
0.58,October,11kV,2621,983,C2,Location 3
0.75,October,33kV,9404,3379,A1,Location 3
0.22,October,11kV,5429,9027,B1,Location 5
0.22,October,11kV,4014,10386,B1,Location 5
0.67,October,11kV,3214,1958,C1,Location 5
1.35,October,11kV,1092,369,C1,Location 5
6.03,October,33kV,10488,733,A1,Location 3
0.58,October,LV,65,12,D2,Location 6
23.98,October,33kV,0,0,A1,Location 3
0.15,October,33kV,21013,48127,A1,Location 4
2.3,October,33kV,1265,137,A1,Location 7
0.3,October,11kV,10822,9863,B3,Location 7
1,October,LV,1,3,D1,Location 4
0.07,October,11kV,16015,41143,C1,Location 3
0.58,October,LV,65,9,D1,Location 1
0.17,October,LV,499,418,D1,Location 6
0.5,October,LV,65,12,D1,Location 1
18,October,33kV,0,0,A1,Location 3
0.27,October,11kV,3710,3822,C1,Location 3
0.73,October,11kV,1089,633,C1,Location 3
0.1,October,33kV,11480,38900,A1,Location 2
0.62,October,33kV,8323,2277,A1,Location 1
0.45,October,11kV,22,389,C1,Location 2
0.12,October,11kV,5429,16550,B1,Location 5
0.12,October,11kV,4014,19042,B1,Location 5
0.52,October,11kV,1037,1056,C1,Location 5
0.83,October,11kV,1037,661,C1,Location 5
0.85,October,33kV,7013,3787,A1,Location 2
0.5,October,11kV,204,68,C1,Location 6
0.13,October,33kV,14517,61662,A1,Location 7
5.88,October,33kV,7160,1363,A1,Location 7
2.05,October,11kV,3243,658,B1,Location 7
0.05,October,33kV,8323,28240,A1,Location 1
0.03,October,33kV,8323,47067,A1,Location 1
0.05,October,33kV,10921,29500,A1,Location 1
0.03,October,33kV,10921,49167,A1,Location 1
0.45,October,33kV,10921,3278,A1,Location 1
0.62,October,33kV,10921,2379,A1,Location 1
0.02,October,33kV,25767,173200,A1,Location 1
0.02,October,33kV,25767,173200,A1,Location 1
0.03,October,33kV,25767,115467,A1,Location 1
0.02,October,33kV,25767,173200,A1,Location 1
0.05,October,33kV,12368,72100,A1,Location 1
0.02,October,33kV,12368,180250,A1,Location 1
0.02,October,33kV,12368,180250,A1,Location 1
0.02,October,33kV,12368,180250,A1,Location 1
0.02,October,33kV,12368,180250,A1,Location 1
0.02,October,33kV,12368,180250,A1,Location 1
0.05,October,11kV,3235,30580,C1,Location 2
0.4,October,33kV,5733,4600,A1,Location 2
0.03,October,11kV,6176,45900,C1,Location 2
0.05,October,11kV,6176,27540,C1,Location 2
0.68,October,11kV,6176,2025,C1,Location 2
0.47,October,11kV,6176,2930,C1,Location 2
0.02,October,33kV,7013,160950,A1,Location 2
0.02,October,11kV,1386,103700,C1,Location 2
0.17,October,11kV,1386,12200,C1,Location 2
0.25,October,11kV,1386,8296,C1,Location 2
0.03,October,11kV,5047,34267,C1,Location 2
0.02,October,33kV,11480,194500,A1,Location 2
0.02,October,11kV,9337,100450,C1,Location 2
0.02,October,11kV,9337,100450,C1,Location 2
0.02,October,11kV,9337,100450,C1,Location 2
0.5,October,11kV,9337,4018,C1,Location 2
0.02,October,11kV,9337,100450,C1,Location 2
0.02,October,11kV,9337,100450,C1,Location 2
0.02,October,11kV,9337,100450,C1,Location 2
0.03,October,33kV,20796,235700,A1,Location 5
0.03,October,33kV,20796,235700,A1,Location 5
0.03,October,33kV,20796,235700,A1,Location 5
0.02,October,33kV,21013,360950,A1,Location 4
0.02,October,33kV,21013,360950,A1,Location 4
0.05,October,33kV,21013,144380,A1,Location 4
0.02,October,33kV,21013,360950,A1,Location 4
0.02,October,33kV,21013,360950,A1,Location 4
0.03,October,33kV,21013,240633,A1,Location 4
0.02,October,33kV,21013,360950,A1,Location 4
0.02,October,33kV,21013,360950,A1,Location 4
0.02,October,33kV,19434,224350,A1,Location 4
0.02,October,33kV,19434,224350,A1,Location 4
0.02,October,33kV,19434,224350,A1,Location 4
0.02,October,33kV,19434,224350,A1,Location 4
0.02,October,33kV,20468,291250,A1,Location 7
0.02,October,33kV,20468,291250,A1,Location 7
0.02,October,33kV,20468,291250,A1,Location 7
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.02,October,33kV,5733,92000,A1,Location 2
0.03,October,33kV,16388,207133,A1,Location 7
0.03,October,33kV,21944,215100,A1,Location 7
0.02,October,33kV,21944,322650,A1,Location 7
0.02,October,33kV,21944,322650,A1,Location 7
0.18,October,33kV,21944,35850,A1,Location 7
0.02,October,33kV,21944,322650,A1,Location 7
0.03,October,33kV,21944,215100,A1,Location 7
0.03,October,33kV,21944,215100,A1,Location 7
0.02,October,33kV,21944,322650,A1,Location 7
0.02,October,33kV,21944,322650,A1,Location 7
0.03,October,33kV,21944,215100,A1,Location 7
0.63,October,33kV,21944,10243,A1,Location 7
0.02,October,33kV,23006,290800,A1,Location 7
0.08,October,33kV,23006,72700,A1,Location 7
0.02,October,33kV,11794,165450,A1,Location 4
0.03,October,33kV,7947,117633,A1,Location 6
0.02,October,33kV,21940,228100,A1,Location 6
0.03,October,33kV,21940,152067,A1,Location 6
0.05,October,33kV,21940,91240,A1,Location 6
0.08,October,33kV,21940,57025,A1,Location 6
0.03,October,33kV,21940,152067,A1,Location 6
0.05,October,33kV,21940,91240,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.03,October,33kV,16750,161133,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.03,October,33kV,16750,161133,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.1,October,33kV,16750,48340,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.03,October,33kV,16750,161133,A1,Location 6
0.02,October,33kV,16750,241700,A1,Location 6
0.05,October,33kV,12522,54280,A1,Location 3
0.03,October,33kV,12522,90467,A1,Location 3
0.05,October,33kV,12522,54280,A1,Location 3
0.02,October,33kV,14116,217900,A1,Location 3
0.02,October,33kV,14116,217900,A1,Location 3
0.02,October,33kV,9404,126700,A1,Location 3
0.05,October,33kV,9404,50680,A1,Location 3
0.02,October,33kV,9404,126700,A1,Location 3
0.05,October,33kV,7537,63320,A1,Location 3
2.92,October,33kV,7537,1084,A1,Location 3
0.03,October,33kV,0,0,A1,Location 3
0.02,October,33kV,0,0,A1,Location 3
1.25,November,33kV,14517,6413,A1,Location 7
1.98,November,11kV,3243,681,B1,Location 7
0.65,November,11kV,6680,3246,C1,Location 7
5.82,November,11kV,757,27,C1,Location 7
0.5,November,LV,218,46,D1,Location 1
0.38,November,33kV,11441,11155,A1,Location 3
0.23,November,33kV,25767,15061,A1,Location 1
0.67,November,LV,49,6,D1,Location 7
0.83,November,11kV,2331,475,C1,Location 4
0.42,November,LV,154,64,D1,Location 4
0.17,November,LV,84,82,D1,Location 7
2.2,November,LV,258,36,D2,Location 7
0.58,November,33kV,14517,13821,A1,Location 7
0.67,November,11kV,199,76,C1,Location 1
2.5,November,LV,612,28,D2,Location 3
0.32,November,11kV,5867,3038,C1,Location 2
0.13,November,33kV,24039,30223,A1,Location 1
0.72,November,11kV,2542,1285,B4,Location 4
0.32,November,33kV,8323,4413,A1,Location 1
0.13,November,33kV,24039,30223,A1,Location 1
0.75,November,11kV,176,335,C1,Location 2
0.37,November,11kV,178,95,C1,Location 2
